r\c	0.0	250.0	500.0	750.0	1000.0
5.0E-6	1.0	1.0	1.0	1.0	0.0
0.999995	7.0	17.0	18.0	2.0	0.0
1.0E-5	1.0	1.0	1.0	1.0	0.0
0.99999	7.0	17.0	18.0	2.0	0.0
5.0E-5	1.0	1.0	1.0	1.0	0.0
0.99995	7.0	17.0	18.0	2.0	0.0
1.0E-4	1.0	1.0	1.0	1.0	0.0
0.9999	7.0	17.0	18.0	2.0	0.0
5.0E-4	1.0	1.0	1.0	1.0	0.0
0.9995	7.0	17.0	18.0	2.0	0.0
0.001	1.0	1.0	1.0	1.0	0.0
0.999	7.0	17.0	18.0	2.0	0.0
0.005	1.0	1.0	1.0	1.0	0.0
0.995	7.0	9.0	18.0	2.0	0.0
0.01	1.0	1.0	1.0	1.0	0.0
0.99	7.0	7.0	18.0	2.0	0.0
0.025	1.0	1.0	1.0	1.0	0.0
0.975	6.0	6.0	18.0	2.0	0.0
0.05	1.0	1.0	1.0	1.0	0.0
0.95	5.0	4.0	18.0	2.0	0.0
0.1	1.0	1.0	1.0	1.0	0.0
0.9	3.0	3.0	9.0	2.0	0.0
0.5	1.0	1.0	3.0	1.0	0.0
