r\c	0.0	100.0	200.0	300.0	400.0	500.0	600.0	700.0	800.0	900.0	1000.0
5.0E-6	1.0	1.0	1.0	1.0	1.0	1.0	3.0	0.0	1.0	0.0	0.0
0.999995	1.0	6.0	7.0	6.0	17.0	18.0	3.0	0.0	2.0	0.0	0.0
1.0E-5	1.0	1.0	1.0	1.0	1.0	1.0	3.0	0.0	1.0	0.0	0.0
0.99999	1.0	6.0	7.0	6.0	17.0	18.0	3.0	0.0	2.0	0.0	0.0
5.0E-5	1.0	1.0	1.0	1.0	1.0	1.0	3.0	0.0	1.0	0.0	0.0
0.99995	1.0	6.0	7.0	6.0	17.0	18.0	3.0	0.0	2.0	0.0	0.0
1.0E-4	1.0	1.0	1.0	1.0	1.0	1.0	3.0	0.0	1.0	0.0	0.0
0.9999	1.0	6.0	7.0	6.0	17.0	18.0	3.0	0.0	2.0	0.0	0.0
5.0E-4	1.0	1.0	1.0	1.0	1.0	1.0	3.0	0.0	1.0	0.0	0.0
0.9995	1.0	6.0	7.0	6.0	17.0	18.0	3.0	0.0	2.0	0.0	0.0
0.001	1.0	1.0	1.0	1.0	1.0	1.0	3.0	0.0	1.0	0.0	0.0
0.999	1.0	6.0	7.0	6.0	17.0	18.0	3.0	0.0	2.0	0.0	0.0
0.005	1.0	1.0	1.0	1.0	1.0	1.0	3.0	0.0	1.0	0.0	0.0
0.995	1.0	6.0	7.0	6.0	17.0	18.0	3.0	0.0	2.0	0.0	0.0
0.01	1.0	1.0	1.0	1.0	1.0	1.0	3.0	0.0	1.0	0.0	0.0
0.99	1.0	6.0	7.0	6.0	17.0	18.0	3.0	0.0	2.0	0.0	0.0
0.025	1.0	1.0	1.0	1.0	1.0	1.0	3.0	0.0	1.0	0.0	0.0
0.975	1.0	6.0	7.0	4.0	9.0	18.0	3.0	0.0	2.0	0.0	0.0
0.05	1.0	1.0	1.0	1.0	1.0	1.0	3.0	0.0	1.0	0.0	0.0
0.95	1.0	5.0	3.0	3.0	6.0	18.0	3.0	0.0	2.0	0.0	0.0
0.1	1.0	1.0	1.0	1.0	1.0	1.0	3.0	0.0	1.0	0.0	0.0
0.9	1.0	3.0	3.0	3.0	4.0	9.0	3.0	0.0	2.0	0.0	0.0
0.5	1.0	1.0	1.0	1.0	1.0	3.0	3.0	0.0	1.0	0.0	0.0
