r\c	0.0	50.0	100.0	150.0	200.0	250.0	300.0	350.0	400.0	450.0	500.0	550.0	600.0	650.0	700.0	750.0	800.0	850.0	900.0	950.0	1000.0	1050.0	1100.0	1150.0	1200.0	1250.0	1300.0	1350.0	1400.0	1450.0	1500.0	1550.0	1600.0	1650.0	1700.0	1750.0	1800.0	1850.0	1900.0	1950.0	2000.0	2050.0	2100.0	2150.0	2200.0	2250.0	2300.0	2350.0	2400.0	2450.0	2500.0	2550.0	2600.0	2650.0	2700.0	2750.0	2800.0	2850.0	2900.0	2950.0	3000.0
5.0E-6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.999995	1.0	3.0	5.0	7.0	8.0	10.0	12.0	14.0	16.0	15.0	18.0	16.0	12.0	15.0	26.0	14.0	17.0	19.0	20.0	21.0	19.0	22.0	22.0	26.0	25.0	27.0	18.0	29.0	31.0	20.0	32.0	32.0	33.0	34.0	30.0	32.0	40.0	41.0	32.0	42.0	36.0	46.0	47.0	45.0	42.0	50.0	49.0	52.0	52.0	33.0	46.0	34.0	35.0	31.0	36.0	37.0	62.0	38.0	16.0	40.0	0.0
1.0E-5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.99999	1.0	3.0	5.0	7.0	8.0	10.0	12.0	14.0	16.0	15.0	18.0	16.0	12.0	15.0	26.0	14.0	17.0	19.0	20.0	21.0	19.0	22.0	22.0	26.0	25.0	27.0	18.0	29.0	31.0	20.0	32.0	32.0	33.0	34.0	30.0	32.0	40.0	41.0	32.0	42.0	36.0	46.0	47.0	45.0	42.0	50.0	49.0	52.0	52.0	33.0	46.0	34.0	35.0	31.0	36.0	37.0	62.0	38.0	16.0	40.0	0.0
5.0E-5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.99995	1.0	3.0	5.0	7.0	8.0	10.0	12.0	14.0	14.0	15.0	12.0	16.0	12.0	15.0	26.0	14.0	17.0	19.0	20.0	21.0	19.0	22.0	22.0	26.0	25.0	27.0	18.0	29.0	31.0	20.0	32.0	32.0	33.0	34.0	30.0	32.0	40.0	41.0	32.0	42.0	36.0	46.0	47.0	45.0	42.0	50.0	49.0	52.0	52.0	33.0	46.0	34.0	35.0	31.0	36.0	37.0	62.0	38.0	16.0	40.0	0.0
1.0E-4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.9999	1.0	3.0	5.0	7.0	8.0	9.0	9.0	9.0	12.0	11.0	12.0	10.0	12.0	14.0	16.0	14.0	17.0	19.0	20.0	21.0	19.0	22.0	22.0	26.0	25.0	27.0	18.0	29.0	31.0	20.0	32.0	32.0	33.0	34.0	30.0	32.0	40.0	41.0	32.0	42.0	36.0	46.0	47.0	45.0	42.0	50.0	49.0	52.0	52.0	33.0	46.0	34.0	35.0	31.0	36.0	37.0	62.0	38.0	16.0	40.0	0.0
5.0E-4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.9995	1.0	3.0	5.0	6.0	6.0	6.0	6.0	6.0	8.0	8.0	8.0	9.0	10.0	12.0	12.0	12.0	12.0	17.0	19.0	21.0	19.0	22.0	22.0	26.0	25.0	27.0	18.0	29.0	31.0	20.0	32.0	32.0	33.0	34.0	30.0	32.0	40.0	41.0	32.0	42.0	36.0	46.0	47.0	45.0	42.0	50.0	49.0	52.0	52.0	33.0	46.0	34.0	35.0	31.0	36.0	37.0	62.0	38.0	16.0	40.0	0.0
0.001	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.999	1.0	3.0	5.0	6.0	5.0	5.0	5.0	6.0	7.0	7.0	8.0	8.0	9.0	10.0	10.0	10.0	12.0	14.0	17.0	19.0	18.0	22.0	22.0	26.0	25.0	27.0	18.0	29.0	31.0	20.0	32.0	32.0	33.0	34.0	30.0	32.0	40.0	41.0	32.0	42.0	36.0	46.0	47.0	45.0	42.0	50.0	49.0	52.0	52.0	33.0	46.0	34.0	35.0	31.0	36.0	37.0	62.0	38.0	16.0	40.0	0.0
