r\c	0.0	25.0	50.0	75.0	100.0	125.0	150.0	175.0	200.0	225.0	250.0	275.0	300.0	325.0	350.0	375.0	400.0	425.0	450.0	475.0	500.0	525.0	550.0	575.0	600.0	625.0	650.0	675.0	700.0	725.0	750.0	775.0	800.0	825.0	850.0	875.0	900.0	925.0	950.0	975.0	1000.0	1025.0	1050.0	1075.0	1100.0	1125.0	1150.0	1175.0	1200.0	1225.0	1250.0	1275.0	1300.0	1325.0	1350.0	1375.0	1400.0	1425.0	1450.0	1475.0	1500.0	1525.0	1550.0	1575.0	1600.0	1625.0	1650.0	1675.0	1700.0	1725.0	1750.0	1775.0	1800.0	1825.0	1850.0	1875.0	1900.0	1925.0	1950.0	1975.0	2000.0	2025.0	2050.0	2075.0	2100.0	2125.0	2150.0	2175.0	2200.0	2225.0	2250.0	2275.0	2300.0	2325.0	2350.0	2375.0	2400.0	2425.0	2450.0	2475.0	2500.0	2525.0	2550.0	2575.0	2600.0	2625.0	2650.0	2675.0	2700.0	2725.0	2750.0	2775.0	2800.0	2825.0	2850.0	2875.0	2900.0	2925.0	2950.0	2975.0	3000.0
5.0E-6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	0.0
0.999995	1.0	3.0	5.0	6.0	8.0	10.0	12.0	14.0	14.0	14.0	14.0	15.0	13.0	14.0	14.0	15.0	14.0	16.0	17.0	17.0	17.0	20.0	18.0	41.0	43.0	46.0	47.0	49.0	51.0	53.0	55.0	56.0	58.0	60.0	62.0	63.0	65.0	67.0	69.0	71.0	72.0	73.0	30.0	31.0	37.0	30.0	36.0	29.0	30.0	89.0	90.0	91.0	34.0	32.0	32.0	34.0	37.0	33.0	37.0	42.0	38.0	36.0	35.0	41.0	41.0	37.0	40.0	42.0	36.0	44.0	40.0	41.0	41.0	44.0	40.0	126.0	38.0	44.0	45.0	48.0	45.0	98.0	96.0	42.0	150.0	49.0	50.0	44.0	47.0	48.0	50.0	53.0	45.0	50.0	48.0	47.0	51.0	62.0	53.0	60.0	52.0	60.0	57.0	53.0	57.0	54.0	55.0	57.0	57.0	49.0	52.0	60.0	58.0	64.0	61.0	59.0	60.0	61.0	62.0	64.0	0.0
1.0E-5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	0.0
0.99999	1.0	3.0	5.0	6.0	8.0	10.0	12.0	12.0	12.0	14.0	12.0	13.0	12.0	12.0	12.0	13.0	13.0	14.0	14.0	15.0	16.0	18.0	18.0	18.0	27.0	45.0	30.0	48.0	51.0	53.0	55.0	56.0	58.0	60.0	62.0	63.0	65.0	67.0	69.0	71.0	72.0	73.0	30.0	31.0	37.0	30.0	36.0	29.0	30.0	89.0	90.0	91.0	34.0	32.0	32.0	34.0	37.0	33.0	37.0	42.0	38.0	36.0	35.0	41.0	41.0	37.0	40.0	42.0	36.0	44.0	40.0	41.0	41.0	44.0	40.0	126.0	38.0	44.0	45.0	48.0	45.0	98.0	96.0	42.0	150.0	49.0	50.0	44.0	47.0	48.0	50.0	53.0	45.0	50.0	48.0	47.0	51.0	62.0	53.0	60.0	52.0	60.0	57.0	53.0	57.0	54.0	55.0	57.0	57.0	49.0	52.0	60.0	58.0	64.0	61.0	59.0	60.0	61.0	62.0	64.0	0.0
5.0E-5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	0.0
0.99995	1.0	3.0	5.0	6.0	8.0	9.0	10.0	10.0	11.0	10.0	10.0	10.0	10.0	10.0	10.0	11.0	11.0	12.0	12.0	12.0	13.0	14.0	14.0	15.0	16.0	16.0	18.0	20.0	20.0	20.0	28.0	24.0	57.0	59.0	61.0	25.0	65.0	67.0	69.0	71.0	72.0	73.0	30.0	31.0	37.0	30.0	36.0	29.0	30.0	89.0	90.0	91.0	34.0	32.0	32.0	34.0	37.0	33.0	37.0	42.0	38.0	36.0	35.0	41.0	41.0	37.0	40.0	42.0	36.0	44.0	40.0	41.0	41.0	44.0	40.0	126.0	38.0	44.0	45.0	48.0	45.0	98.0	96.0	42.0	150.0	49.0	50.0	44.0	47.0	48.0	50.0	53.0	45.0	50.0	48.0	47.0	51.0	62.0	53.0	60.0	52.0	60.0	57.0	53.0	57.0	54.0	55.0	57.0	57.0	49.0	52.0	60.0	58.0	64.0	61.0	59.0	60.0	61.0	62.0	64.0	0.0
1.0E-4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	0.0
0.9999	1.0	3.0	5.0	6.0	8.0	8.0	10.0	10.0	10.0	9.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	11.0	11.0	12.0	12.0	13.0	14.0	14.0	15.0	16.0	16.0	17.0	19.0	20.0	20.0	22.0	24.0	24.0	50.0	25.0	64.0	66.0	68.0	70.0	27.0	25.0	30.0	31.0	37.0	30.0	36.0	29.0	30.0	89.0	90.0	91.0	34.0	32.0	32.0	34.0	37.0	33.0	37.0	42.0	38.0	36.0	35.0	41.0	41.0	37.0	40.0	42.0	36.0	44.0	40.0	41.0	41.0	44.0	40.0	126.0	38.0	44.0	45.0	48.0	45.0	98.0	96.0	42.0	150.0	49.0	50.0	44.0	47.0	48.0	50.0	53.0	45.0	50.0	48.0	47.0	51.0	62.0	53.0	60.0	52.0	60.0	57.0	53.0	57.0	54.0	55.0	57.0	57.0	49.0	52.0	60.0	58.0	64.0	61.0	59.0	60.0	61.0	62.0	64.0	0.0
5.0E-4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	0.0
