r\c	0.0	100.0	200.0	300.0	400.0	500.0
5.0E-6	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
0.999995	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
1.0E-5	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
0.99999	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
5.0E-5	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
0.99995	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
1.0E-4	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
0.9999	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
5.0E-4	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
0.9995	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
0.001	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
0.999	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
0.005	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
0.995	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
0.01	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
0.99	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
0.025	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
0.975	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
0.05	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
0.95	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
0.1	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
0.9	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
0.5	NaN	30481.27734375	12564.0576171875	2414.259033203125	NaN	NaN
