r\c	0.0	250.0	500.0	750.0	1000.0	1250.0	1500.0	1750.0	2000.0	2250.0	2500.0	2750.0	3000.0
5.0E-6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.999995	8.0	16.0	26.0	21.0	26.0	31.0	34.0	42.0	47.0	52.0	46.0	62.0	0.0
1.0E-5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.99999	8.0	15.0	26.0	21.0	26.0	31.0	34.0	42.0	47.0	52.0	46.0	62.0	0.0
5.0E-5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.99995	8.0	12.0	16.0	20.0	26.0	31.0	34.0	42.0	47.0	52.0	46.0	62.0	0.0
1.0E-4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.9999	7.0	10.0	14.0	19.0	26.0	31.0	34.0	42.0	47.0	52.0	46.0	62.0	0.0
5.0E-4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.9995	6.0	7.0	10.0	14.0	22.0	31.0	34.0	42.0	47.0	52.0	46.0	62.0	0.0
0.001	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.999	5.0	6.0	9.0	13.0	22.0	29.0	34.0	42.0	47.0	52.0	46.0	62.0	0.0
0.005	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.995	4.0	4.0	6.0	9.0	16.0	20.0	32.0	42.0	47.0	52.0	46.0	62.0	0.0
0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.99	3.0	4.0	5.0	8.0	13.0	18.0	30.0	42.0	45.0	52.0	46.0	62.0	0.0
0.025	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.975	2.0	3.0	4.0	5.0	8.0	14.0	17.0	40.0	42.0	50.0	36.0	62.0	0.0
0.05	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.95	2.0	2.0	3.0	4.0	6.0	9.0	10.0	25.0	27.0	47.0	34.0	40.0	0.0
0.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
0.9	2.0	2.0	2.0	3.0	4.0	6.0	7.0	9.0	10.0	13.0	16.0	37.0	0.0
0.5	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	0.0
